"","microbe","Comparison","ANCOM_BC_Coef","ANCOM_BC_W_stat","ANCOM_BC_padj"
"1","s__Methanobrevibacter_smithii","StatusTS",-0.223928304713408,-0.309309124454085,0.991112624751838
"2","s__Bifidobacterium_adolescentis","StatusTS",-0.774607266729541,-1.23369627970698,0.973511100502236
"3","s__Bifidobacterium_animalis","StatusTS",0.428142842176561,0.452663169935682,0.991112624751838
"4","s__Bifidobacterium_bifidum","StatusTS",-0.294824937165372,-0.232961821101081,0.993326466776541
"5","s__Bifidobacterium_catenulatum","StatusTS",-2.23785788509876,-2.28229118843077,0.631176059306653
"6","s__Bifidobacterium_longum","StatusTS",-0.0671311645735084,-0.127087558997354,0.993326466776541
"7","s__Bifidobacterium_pseudocatenulatum","StatusTS",0.853492357139937,0.737188487234078,0.973511100502236
"8","s__Collinsella_aerofaciens","StatusTS",0.299717307534029,0.318683085186531,0.991112624751838
"9","s__Collinsella_stercoris","StatusTS",0.594153791003143,0.76677403776219,0.973511100502236
"10","s__Adlercreutzia_equolifaciens","StatusTS",-0.450794697690174,-0.608863505893242,0.973511100502236
"11","s__Asaccharobacter_celatus","StatusTS",-0.664084366777812,-0.896895807911888,0.973511100502236
"12","s__Eggerthella_lenta","StatusTS",0.721970659038809,0.737606263296483,0.973511100502236
"13","s__Gordonibacter_pamelaeae","StatusTS",0.482542465454944,0.663574733959895,0.973511100502236
"14","s__Bacteroides_caccae","StatusTS",0.931988558138376,0.771303169808753,0.973511100502236
"15","s__Bacteroides_cellulosilyticus","StatusTS",0.0135114115518166,0.0116253417110835,0.993326466776541
"16","s__Bacteroides_dorei","StatusTS",-0.0325788454714789,-0.0251079958976915,0.993326466776541
"17","s__Bacteroides_eggerthii","StatusTS",0.314353524144521,0.336335135298474,0.991112624751838
"18","s__Bacteroides_faecis","StatusTS",1.0259114011011,0.970572830161017,0.973511100502236
"19","s__Bacteroides_fragilis","StatusTS",-0.675465503518283,-0.581746709852639,0.973511100502236
"20","s__Bacteroides_intestinalis","StatusTS",0.59319024107328,0.669688511609372,0.973511100502236
"21","s__Bacteroides_massiliensis","StatusTS",0.0083015414026876,0.0106174093905483,0.993326466776541
"22","s__Bacteroides_ovatus","StatusTS",0.331547509460521,0.370822869131201,0.991112624751838
"23","s__Bacteroides_stercoris","StatusTS",0.0282526553526491,0.0238901467578579,0.993326466776541
"24","s__Bacteroides_thetaiotaomicron","StatusTS",-0.441185662816354,-0.361301335929321,0.991112624751838
"25","s__Bacteroides_uniformis","StatusTS",-0.211550916730006,-0.498083909098861,0.991112624751838
"26","s__Bacteroides_vulgatus","StatusTS",0.772840866695861,1.23175819449805,0.973511100502236
"27","s__Bacteroides_xylanisolvens","StatusTS",-0.425337493421028,-0.355731383929607,0.991112624751838
"28","s__Barnesiella_intestinihominis","StatusTS",0.739310328498289,0.563584707342865,0.973511100502236
"29","s__Coprobacter_sp","StatusTS",-0.0299765851861034,-0.03277926236327,0.993326466776541
"30","s__Odoribacter_splanchnicus","StatusTS",0.104740112606025,0.0903420905608206,0.993326466776541
"31","s__Prevotella_copri","StatusTS",-0.133434297610382,-0.133645961086378,0.993326466776541
"32","s__Alistipes_finegoldii","StatusTS",-0.612592923664324,-0.599007591307443,0.973511100502236
"33","s__Alistipes_indistinctus","StatusTS",0.00699116432946079,0.00836413105772219,0.993326466776541
"34","s__Alistipes_putredinis","StatusTS",-0.506725804920258,-0.559318252836039,0.973511100502236
"35","s__Alistipes_shahii","StatusTS",0.199966169704825,0.17498071656494,0.993326466776541
"36","s__Parabacteroides_distasonis","StatusTS",1.50267430755855,1.48384932526067,0.973511100502236
"37","s__Parabacteroides_goldsteinii","StatusTS",-0.143999044018798,-0.192378931777188,0.993326466776541
"38","s__Parabacteroides_merdae","StatusTS",0.0739329440920398,0.0605508556947759,0.993326466776541
"39","s__Lactobacillus_rogosae","StatusTS",-0.180289579165995,-0.308849958245545,0.991112624751838
"40","s__Streptococcus_parasanguinis","StatusTS",-0.937728332091803,-1.26443169342127,0.973511100502236
"41","s__Streptococcus_salivarius","StatusTS",0.0682006623824034,0.0793742430528952,0.993326466776541
"42","s__Streptococcus_thermophilus","StatusTS",0.391383152886979,0.383237249963963,0.991112624751838
"43","s__Catabacter_hongkongensis","StatusTS",-0.0219846229647379,-0.0410805299385839,0.993326466776541
"44","s__Christensenella_minuta","StatusTS",1.45754254528185,2.32092275644389,0.631176059306653
