"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comparison"
"1","1CMET2_PWY_N10_formyl_tetrahydrofolatebiosynthesis",1776.27276125322,0.0557564058591511,0.0614599678127438,0.907198748118934,0.364301705635331,0.998906131645371,"StatusTS"
"2","3_HYDROXYPHENYLACETATE_DEGRADATION_PWY_4_hydroxyphenylacetatedegradation",0,0,0,0,1,NA,"StatusTS"
"3","7ALPHADEHYDROX_PWY_cholatedegradation_bacteria_anaerobic_",1.12772368751041,-0.236523264389926,2.57338231074824,-0.0919114363233318,0.926768405053315,0.998906131645371,"StatusTS"
"4","AEROBACTINSYN_PWY_aerobactinbiosynthesis",0.138002878254581,0.120589271025368,3.07061181869941,0.0392720663325151,0.968673477266941,0.998906131645371,"StatusTS"
"5","ALLANTOINDEG_PWY_superpathwayofallantoindegradationinyeast",3.25124829074957,0.652947647774522,1.82726716479148,0.357335621389024,0.720840565918498,0.998906131645371,"StatusTS"
"6","ANAEROFRUCAT_PWY_homolacticfermentation",1196.63040188645,-0.151046155618948,0.0901834405040501,-1.67487683741856,0.0939583990605395,0.998906131645371,"StatusTS"
"7","ANAGLYCOLYSIS_PWY_glycolysisIII_fromglucose_",1642.11960488011,-0.0913025202838137,0.0572533835035333,-1.59470959962007,0.110777190369688,0.998906131645371,"StatusTS"
"8","ARG_POLYAMINE_SYN_superpathwayofarginineandpolyaminebiosynthesis",97.5554826595928,-0.0883194915860541,0.569649479545864,-0.155041819148969,0.876788348980573,0.998906131645371,"StatusTS"
"9","ARGDEG_PWY_superpathwayofL_arginine_putrescine_and4_aminobutanoatedegradation",1.43948660486464,1.79661891708709,2.79342604513803,0.6431596498551,0.520120512470331,0.998906131645371,"StatusTS"
"10","ARGININE_SYN4_PWY_L_ornithinedenovobiosynthesis",269.312334550644,-0.0488343383650536,0.344175599733285,-0.141887857253382,0.887168585783161,0.998906131645371,"StatusTS"
"11","ARGORNPROST_PWY_arginine_ornithineandprolineinterconversion",94.1047764612385,-0.0825073522643682,0.413868708052183,-0.199356343350233,0.841984007950382,0.998906131645371,"StatusTS"
"12","ARGSYN_PWY_L_argininebiosynthesisI_viaL_ornithine_",1826.56063795629,0.0169540735953436,0.0705007762419289,0.240480665591034,0.809957650172254,0.998906131645371,"StatusTS"
"13","ARGSYNBSUB_PWY_L_argininebiosynthesisII_acetylcycle_",2042.15848417146,0.0489250192705995,0.0729129647578602,0.671005759168849,0.502216860671946,0.998906131645371,"StatusTS"
"14","ARO_PWY_chorismatebiosynthesisI",2216.31565390147,0.0138285383696633,0.0507577447058515,0.272441938659838,0.785282229404168,0.998906131645371,"StatusTS"
"15","ASPASN_PWY_superpathwayofL_aspartateandL_asparaginebiosynthesis",721.954493360083,0.125426673779333,0.100703936523956,1.24549921392096,0.212948304286921,0.998906131645371,"StatusTS"
"16","AST_PWY_L_argininedegradationII_ASTpathway_",0.776608577767877,-1.68755954315341,2.65070078746943,-0.636646561969934,0.524355088806431,0.998906131645371,"StatusTS"
"17","BIOTIN_BIOSYNTHESIS_PWY_biotinbiosynthesisI",205.995416357187,-0.139378807266663,0.2714200941151,-0.51351690714379,0.607589787169085,0.998906131645371,"StatusTS"
"18","BRANCHED_CHAIN_AA_SYN_PWY_superpathwayofbranchedaminoacidbiosynthesis",1757.27109693238,-0.0562854946378223,0.064384832168846,-0.874204261187113,0.382007025869327,0.998906131645371,"StatusTS"
"19","CALVIN_PWY_Calvin_Benson_Basshamcycle",1751.32081106348,0.127856405304455,0.0844661551813086,1.513699836698,0.130101986402574,0.998906131645371,"StatusTS"
"20","CENTFERM_PWY_pyruvatefermentationtobutanoate",128.356070523459,-0.0235113469833498,0.232270036549604,-0.101224192894673,0.919372492199183,0.998906131645371,"StatusTS"
"21","CITRULBIO_PWY_L_citrullinebiosynthesis",277.816856038539,0.113951482751401,0.340240369624858,0.334914645422708,0.737689474039872,0.998906131645371,"StatusTS"
"22","COA_PWY_1_coenzymeAbiosynthesisII_mammalian_",2183.12758911516,0.0282941688823027,0.0583732875996375,0.484710901951639,0.627881432074819,0.998906131645371,"StatusTS"
"23","COA_PWY_coenzymeAbiosynthesisI",1866.4716555125,0.0371743191313026,0.0688296041558246,0.540092008187974,0.589133581848765,0.998906131645371,"StatusTS"
"24","COBALSYN_PWY_adenosylcobalaminsalvagefromcobinamideI",1445.64760902928,0.2460194625425,0.100611053070601,2.44525283290556,0.0144750627516689,0.998906131645371,"StatusTS"
"25","COLANSYN_PWY_colanicacidbuildingblocksbiosynthesis",380.673472595655,-0.0356613096983158,0.106860124879829,-0.333719521088144,0.738591217568257,0.998906131645371,"StatusTS"
"26","COMPLETE_ARO_PWY_superpathwayofaromaticaminoacidbiosynthesis",2173.06491460225,0.0317979484656742,0.0514534457477267,0.617994538627747,0.536578938668646,0.998906131645371,"StatusTS"
"27","CRNFORCAT_PWY_creatininedegradationI",2.91198228991038,-1.67930075288944,2.19242140200719,-0.76595710630813,0.443701824976806,0.998906131645371,"StatusTS"
"28","DAPLYSINESYN_PWY_L_lysinebiosynthesisI",796.901486068554,-0.188062024550576,0.160773973282318,-1.16972928336069,0.242109929804006,0.998906131645371,"StatusTS"
"29","DENOVOPURINE2_PWY_superpathwayofpurinenucleotidesdenovobiosynthesisII",710.249027526273,-0.180758628962109,0.132319310505902,-1.3660789817526,0.171914174550111,0.998906131645371,"StatusTS"
"30","DTDPRHAMSYN_PWY_dTDP_L_rhamnosebiosynthesisI",2229.05606712571,-0.00613631242946958,0.0609898503154544,-0.100612026390147,0.919858449475489,0.998906131645371,"StatusTS"
"31","ECASYN_PWY_enterobacterialcommonantigenbiosynthesis",0.308903822851661,1.89916853795773,3.06550236727781,0.619529300720851,0.535567725455636,0.998906131645371,"StatusTS"
"32","ENTBACSYN_PWY_enterobactinbiosynthesis",0.57357149468645,-1.35409941283585,3.065486635499,-0.441724128611451,0.658688847251055,0.998906131645371,"StatusTS"
"33","FAO_PWY_fattyacid_beta__oxidationI",35.8484518564671,0.0460366363647627,0.851915933622229,0.0540389427499276,0.956904137726631,0.998906131645371,"StatusTS"
"34","FASYN_ELONG_PWY_fattyacidelongation__saturated",205.0121349076,-0.219592623684089,0.286125668706901,-0.767469149749838,0.442802628657923,0.998906131645371,"StatusTS"
"35","FASYN_INITIAL_PWY_superpathwayoffattyacidbiosynthesisinitiation_E_coli_",225.852613221792,-0.182738672315655,0.308584793272201,-0.592183011929762,0.553728043945381,0.998906131645371,"StatusTS"
"36","FERMENTATION_PWY_mixedacidfermentation",327.305730050298,-0.249176309607604,0.230759832535011,-1.07980798421579,0.280227695015953,0.998906131645371,"StatusTS"
"37","FOLSYN_PWY_superpathwayoftetrahydrofolatebiosynthesisandsalvage",183.026543485823,0.208905393226322,0.480037825020275,0.435185275696761,0.663427949411672,0.998906131645371,"StatusTS"
"38","FUC_RHAMCAT_PWY_superpathwayoffucoseandrhamnosedegradation",137.884404441464,0.152807956959769,0.310083446208361,0.492796241877065,0.6221565664172,0.998906131645371,"StatusTS"
"39","FUCCAT_PWY_fucosedegradation",131.561727372931,0.311827703692108,0.223990850397196,1.39214482707286,0.163878546132863,0.998906131645371,"StatusTS"
"40","GALACT_GLUCUROCAT_PWY_superpathwayofhexuronideandhexuronatedegradation",204.11983932746,-0.0954983725424818,0.216928845882932,-0.440229016817886,0.659771245722667,0.998906131645371,"StatusTS"
"41","GALACTARDEG_PWY_D_galactaratedegradationI",17.162178849979,-0.234040052912138,0.800179947082013,-0.292484276525053,0.76991638006906,0.998906131645371,"StatusTS"
"42","GALACTUROCAT_PWY_D_galacturonatedegradationI",180.552516748151,-0.109335621486328,0.209732560097978,-0.521309716694685,0.60215103321082,0.998906131645371,"StatusTS"
"43","GLCMANNANAUT_PWY_superpathwayofN_acetylglucosamine_N_acetylmannosamineandN_acetylneuraminatedegradation",565.054202924851,0.234443291535321,0.153735173425102,1.52498147503986,0.127263718279898,0.998906131645371,"StatusTS"
