"","x"
"1",-0.359540212307593
"2",-0.176628375896645
"3",-0.417497663770167
"4",-2.12754332208186
"5",-0.492010122342862
"6",-0.0619824254329461
"7",1.33430094954484
"8",0.735309088457895
"9",0.570753677451369
"10",0.234278494822645
"11",1.16489144101877
"12",-0.270843929649704
"13",-1.40499666223497
"14",-1.31710056488665
"15",-0.0752766447509823
"16",-0.157522581927057
"17",-0.276744460925776
"18",1.04756309317098
"19",-0.917054465791754
"20",0.523426857960875
"21",0.122112488777944
"22",0.184836291159202
"23",-0.110154727475935
"24",-0.462904522866133
"25",0.156576333733977
"26",0.548535528572215
"27",0.0410573786091105
"28",0.170212117428814
"29",-0.602591117634584
"30",0.652894348540839
"31",1.1368188915137
"32",0.352255696518449
"33",-0.714417800629654
"34",0.566930212069447
"35",-0.293605795119636
"36",-0.782334111615283
"37",-0.0634154962576922
"38",0.242482975158357
"39",-0.0157670241895159
"40",0.0500988039613306
"41",-0.0273539681674067
"42",0.804022683656449
"43",-1.59094783281198
"44",-1.16606679728785
"45",0.390892137399921
"46",0.163915226101433
"47",-0.0970785451581189
"48",0.804273905805843
"49",0.283545117853549
"50",-0.209281689906227
"51",0.96607150287902
"52",-0.578690705378956
"53",0.192097726224409
"54",0.513893698449945
"55",-0.0488535046724539
"56",0.628877490546287
"57",-0.347239622510199
"58",-0.801486427069552
"59",0.585640898273646
"60",-0.215827074061917
"61",0.174330592198081
"62",0.216587598195295
"63",0.327888540482372
"64",-0.757297822957191
"65",0.407567990790594
"66",-0.0711093024922093
