"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"1","ANAEROFRUCAT_PWY_homolacticfermentation","Status","TS",-3.98001026301095,2.83105074089697,0.164607451158619,"StatusTS",0.968647352705605,66,66
"2","ASPASN_PWY_superpathwayofL_aspartateandL_asparaginebiosynthesis","Status","TS",3.90185524862297,2.87180070512669,0.179017883132929,"StatusTS",0.968647352705605,66,66
"3","COBALSYN_PWY_adenosylcobalaminsalvagefromcobinamideI","Status","TS",11.531076725178,7.03057377303014,0.105883938306177,"StatusTS",0.968647352705605,66,66
"4","FUCCAT_PWY_fucosedegradation","Status","TS",1.25738650748209,0.926862596492491,0.179672936654994,"StatusTS",0.968647352705605,66,65
"5","GLCMANNANAUT_PWY_superpathwayofN_acetylglucosamine_N_acetylmannosamineandN_acetylneuraminatedegradation","Status","TS",5.61597886804639,3.80963516803957,0.145342980080694,"StatusTS",0.968647352705605,66,66
"6","GLUCONEO_PWY_gluconeogenesisI","Status","TS",-3.15729389607188,2.33491075261589,0.181066599133896,"StatusTS",0.968647352705605,66,66
"7","GLUDEG_I_PWY_GABAshunt","Status","TS",-0.975929151959402,0.472075267639594,0.0427532713128116,"StatusTS",0.968647352705605,66,48
"8","GLYCOGENSYNTH_PWY_glycogenbiosynthesisI_fromADP_D_Glucose_","Status","TS",10.3546555598044,7.02761286701509,0.145538297168921,"StatusTS",0.968647352705605,66,66
"9","GLYCOLYSIS_E_D_superpathwayofglycolysisandEntner_Doudoroff","Status","TS",-3.43157299001795,1.46176270120926,0.0220011224826322,"StatusTS",0.968647352705605,66,65
"10","GLYCOLYSIS_glycolysisI_fromglucose6_phosphate_","Status","TS",-5.98171498411812,3.43271410458328,0.0862136176055966,"StatusTS",0.968647352705605,66,66
"11","GOLPDLCAT_PWY_superpathwayofglyceroldegradationto1_3_propanediol","Status","TS",2.23662899763259,1.29238032195028,0.088337479099281,"StatusTS",0.968647352705605,66,66
"12","METH_ACETATE_PWY_methanogenesisfromacetate","Status","TS",4.88409625752068,2.85729459630339,0.0922325994471198,"StatusTS",0.968647352705605,66,64
"13","NONMEVIPP_PWY_methylerythritolphosphatepathwayI","Status","TS",-8.35459220841391,4.57041347722546,0.0722151836075137,"StatusTS",0.968647352705605,66,60
"14","OANTIGEN_PWY_O_antigenbuildingblocksbiosynthesis_E_coli_","Status","TS",-6.47673179800378,3.65657906842234,0.0812794921145353,"StatusTS",0.968647352705605,66,66
"15","P124_PWY_Bifidobacteriumshunt","Status","TS",-4.17691084916879,2.57604700813524,0.109839677467383,"StatusTS",0.968647352705605,66,63
"16","P164_PWY_purinenucleobasesdegradationI_anaerobic_","Status","TS",3.62464482531844,2.33686963598206,0.125816626085968,"StatusTS",0.968647352705605,66,65
"17","P4_PWY_superpathwayofL_lysine_L_threonineandL_methioninebiosynthesisI","Status","TS",-3.81613569103311,2.56918782505942,0.142361245576077,"StatusTS",0.968647352705605,66,65
"18","P461_PWY_hexitolfermentationtolactate_formate_ethanolandacetate","Status","TS",6.48352355937203,4.20131482853141,0.127709652606949,"StatusTS",0.968647352705605,66,66
"19","PENTOSE_P_PWY_pentosephosphatepathway","Status","TS",-3.5477934898893,1.94862733087601,0.0733336580960322,"StatusTS",0.968647352705605,66,65
"20","PHOSLIPSYN_PWY_superpathwayofphospholipidbiosynthesisI_bacteria_","Status","TS",6.70343587346197,3.81499876667462,0.0836788288137928,"StatusTS",0.968647352705605,66,65
"21","PRPP_PWY_superpathwayofhistidine_purine_andpyrimidinebiosynthesis","Status","TS",-2.91571048903002,2.0139452863646,0.152565203298755,"StatusTS",0.968647352705605,66,64
"22","PWY_1861_formaldehydeassimilationII_RuMPCycle_","Status","TS",11.4122451470411,6.46858549297616,0.0824606847703717,"StatusTS",0.968647352705605,66,64
"23","PWY_4041__gamma__glutamylcycle","Status","TS",-2.38793947015415,1.88852509228124,0.210655149696158,"StatusTS",0.968647352705605,66,66
"24","PWY_4981_L_prolinebiosynthesisII_fromarginine_","Status","TS",-5.70196864570662,4.54953691816223,0.214653255257401,"StatusTS",0.968647352705605,66,66
"25","PWY_5022_4_aminobutanoatedegradationV","Status","TS",-0.813673050515224,0.448227058381946,0.0741611570624458,"StatusTS",0.968647352705605,66,47
"26","PWY_5121_superpathwayofgeranylgeranyldiphosphatebiosynthesisII_viaMEP_","Status","TS",-1.62662241275141,1.24175875694043,0.194900547489876,"StatusTS",0.968647352705605,66,60
"27","PWY_5384_sucrosedegradationIV_sucrosephosphorylase_","Status","TS",-4.2057436363124,3.03432290375881,0.170540069044152,"StatusTS",0.968647352705605,66,66
"28","PWY_5484_glycolysisII_fromfructose6_phosphate_","Status","TS",-5.80538390684124,3.0309124076806,0.0599129043090378,"StatusTS",0.968647352705605,66,66
"29","PWY_5676_acetyl_CoAfermentationtobutanoateII","Status","TS",3.39562206293332,2.62241278171381,0.200025137663423,"StatusTS",0.968647352705605,66,66
"30","PWY_5677_succinatefermentationtobutanoate","Status","TS",0.166149561209628,0.132347356305596,0.213896089257995,"StatusTS",0.968647352705605,66,9
"31","PWY_5747_2_methylcitratecycleII","Status","TS",-0.129435172328367,0.102689578491487,0.21208295442195,"StatusTS",0.968647352705605,66,15
"32","PWY_5913_TCAcycleVI_obligateautotrophs_","Status","TS",-4.18566068614522,2.48735756440459,0.0972917260026833,"StatusTS",0.968647352705605,66,65
"33","PWY_5920_superpathwayofhemebiosynthesisfromglycine","Status","TS",-0.17901523684573,0.134031008343636,0.18640230878191,"StatusTS",0.968647352705605,66,14
"34","PWY_6270_isoprenebiosynthesisI","Status","TS",-6.142633482618,3.04652998209104,0.04797270560912,"StatusTS",0.968647352705605,66,60
"35","PWY_6318_L_phenylalaninedegradationIV_mammalian_viasidechain_","Status","TS",0.192382601381552,0.101714351019934,0.0630979143662041,"StatusTS",0.968647352705605,66,10
"36","PWY_6353_purinenucleotidesdegradationII_aerobic_","Status","TS",5.99383729079824,3.13838273965723,0.0606363407604424,"StatusTS",0.968647352705605,66,66
