"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comparison"
"1","1CMET2_PWY_N10_formyl_tetrahydrofolatebiosynthesis",1843.00471422221,0.0419930054819186,0.0609579697110165,0.688884581966803,0.490895902682963,0.998608673127244,"StatusTS"
"2","3_HYDROXYPHENYLACETATE_DEGRADATION_PWY_4_hydroxyphenylacetatedegradation",0,0,0,0,1,NA,"StatusTS"
"3","7ALPHADEHYDROX_PWY_cholatedegradation_bacteria_anaerobic_",1.33831887305459,0.10694944490331,2.26275957528122,0.0472650501943047,0.962301982840649,0.998608673127244,"StatusTS"
"4","AEROBACTINSYN_PWY_aerobactinbiosynthesis",0.134533566437858,-0.181917307055237,2.92685272426582,-0.0621545817960041,0.950439730993754,0.998608673127244,"StatusTS"
"5","ALLANTOINDEG_PWY_superpathwayofallantoindegradationinyeast",3.44046590195174,0.480498625324643,1.63751024002586,0.293432440042057,0.769191632591812,0.998608673127244,"StatusTS"
"6","ANAEROFRUCAT_PWY_homolacticfermentation",1231.62374828534,-0.119356077881,0.0877832224149293,-1.35966844913524,0.173934866682451,0.998608673127244,"StatusTS"
"7","ANAGLYCOLYSIS_PWY_glycolysisIII_fromglucose_",1694.57394586199,-0.0711138408250069,0.0590244486476809,-1.20482007802374,0.228272767230388,0.998608673127244,"StatusTS"
"8","ARG_POLYAMINE_SYN_superpathwayofarginineandpolyaminebiosynthesis",101.092095495656,-0.123107359366107,0.534257122989826,-0.230427174610551,0.817759846937843,0.998608673127244,"StatusTS"
"9","ARGDEG_PWY_superpathwayofL_arginine_putrescine_and4_aminobutanoatedegradation",1.15788981134157,2.87582801906693,2.67856447592473,1.07364524726406,0.282981709848739,0.998608673127244,"StatusTS"
"10","ARGININE_SYN4_PWY_L_ornithinedenovobiosynthesis",270.617606531911,0.0476072758202278,0.33794259505319,0.140873854071975,0.887969597563359,0.998608673127244,"StatusTS"
"11","ARGORNPROST_PWY_arginine_ornithineandprolineinterconversion",94.8246370668009,0.0015273710364575,0.39841473291903,0.00383362087357324,0.996941220585307,0.998608673127244,"StatusTS"
"12","ARGSYN_PWY_L_argininebiosynthesisI_viaL_ornithine_",1894.49800929231,0.0033740508040413,0.0680881604036636,0.0495541483870044,0.960477685995295,0.998608673127244,"StatusTS"
"13","ARGSYNBSUB_PWY_L_argininebiosynthesisII_acetylcycle_",2115.04641115028,0.0428629469024197,0.0699769371877916,0.612529622258141,0.540187405489668,0.998608673127244,"StatusTS"
